Index,Artist,Song Name,Streams,Release Date,Genre,Loudness,Popularity,Danceability,Tempo,Energy,Chord,Duration (ms)
983,"Future, Lil Uzi Vert",Over Your Head,5534361,2020-07-31,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",-5.453,59.0,0.773,148,0.742,F,186843
984,Taylor Swift,hoax,5375944,2020-07-24,"['pop', 'post-teen pop']",-15.065,66.0,0.662,118,0.181,G#/Ab,220043
985,Juice WRLD,Blood On My Jeans,4978899,2020-07-10,"['chicago rap', 'melodic rap']",-6.417,73.0,0.868,117,0.55,F#/Gb,154767
986,NLE Choppa,Narrow Road (feat. Lil Baby),4828004,2020-07-30,['memphis hip hop'],-8.225,64.0,0.614,159,0.553,G,240297
987,J Balvin,Amarillo,4695091,2020-03-19,"['latin', 'reggaeton', 'reggaeton colombiano']",-5.725,73.0,0.641,122,0.857,C#/Db,157733
988,"El Alfa, Chael Produciendo",Singapur,4661170,2020-05-15,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",-2.473,69.0,0.853,112,0.909,G,178407
989,Rauw Alejandro,Tattoo,4588064,2020-07-09,"['puerto rican pop', 'trap latino']",-5.132,78.0,0.848,96,0.637,A,222680
990,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",4583475,2020-10-22,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",-5.948,71.0,0.818,111,0.598,A#/Bb,231618
991,J Balvin,Morado,4561936,2020-01-09,"['latin', 'reggaeton', 'reggaeton colombiano']",-3.838,71.0,0.881,97,0.696,B,200667
992,Billie Eilish,ocean eyes,4476954,2021-08-13,[],-7.664,1.0,0.358,144,0.372,E,200387
993,J. Cole,Lion King On Ice,8293983,2020-07-22,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",-7.616,64.0,0.732,139,0.663,F#/Gb,210587
994,"Capital Bra, Clueso, KC Rebell",Andere Welt,5600868,2020-07-23,['german hip hop'],-5.233,60.0,0.692,84,0.764,F,189686
995,The Kid LAROI,TELL ME WHY,5056986,2020-07-24,['australian hip hop'],-4.928,71.0,0.6,149,0.723,F#/Gb,195268
996,Juice WRLD,Stay High,5047752,2020-07-10,"['chicago rap', 'melodic rap']",-6.184,75.0,0.745,76,0.5,G#/Ab,168685
997,One Direction,What Makes You Beautiful,4966428,2012-05-25,"['boy band', 'pop', 'post-teen pop', 'talent show']",-2.494,82.0,0.726,124,0.787,E,199987
998,"Ufo361, Sonus030",Shit Changed,4823401,2020-10-02,"['german cloud rap', 'german hip hop']",-9.236,52.0,0.824,157,0.528,A,183839
999,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),4798078,2020-07-10,"['chicago rap', 'melodic rap']",-5.726,72.0,0.66,127,0.76,D,180129
1000,Juice WRLD,Bad Energy,4761155,2020-07-10,"['chicago rap', 'melodic rap']",-6.36,72.0,0.654,138,0.452,G,186749
1001,Juice WRLD,Titanic,4687464,2020-07-10,"['chicago rap', 'melodic rap']",-6.668,71.0,0.567,174,0.545,C#/Db,176650
1002,DripReport,Skechers,4669248,2020-01-12,['viral rap'],-9.727,73.0,0.903,100,0.327,C#/Db,106000
1003,Lil Baby,The Bigger Picture,4629083,2020-06-12,"['atl hip hop', 'atl trap', 'rap', 'trap']",-5.756,70.0,0.59,96,0.618,C#/Db,252729
1004,One Direction,Story of My Life,4628772,2013-11-25,"['boy band', 'pop', 'post-teen pop', 'talent show']",-5.802,81.0,0.6,121,0.663,D#/Eb,245493
1005,Logic,Hit My Line,4621205,2020-07-24,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",-5.22,60.0,0.62,164,0.786,A,265191
1006,"StaySolidRocky, Lil Uzi Vert",Party Girl (Remix),15129295,2020-07-10,['melodic rap'],-10.157,62.0,0.752,129,0.375,F#/Gb,147673
1007,Juice WRLD,Up Up And Away,6229316,2020-07-10,"['chicago rap', 'melodic rap']",-6.356,72.0,0.661,75,0.665,E,147548
1008,Juice WRLD,Man Of The Year,6223001,2020-07-10,"['chicago rap', 'melodic rap']",-5.124,73.0,0.621,173,0.695,E,136408
1009,Juice WRLD,Fighting Demons,5946573,2020-07-10,"['chicago rap', 'melodic rap']",-6.328,70.0,0.707,163,0.67,G,200629
1010,Juice WRLD,Can't Die,5777859,2020-07-10,"['chicago rap', 'melodic rap']",-5.89,71.0,0.652,84,0.671,D,182922
1011,Juice WRLD,Screw Juice,5394197,2020-07-10,"['chicago rap', 'melodic rap']",-7.371,69.0,0.595,150,0.528,F,179464
1012,Trevor Daniel,Past Life (with Selena Gomez),5228433,2020-06-26,"['alternative r&b', 'melodic rap', 'pop rap']",-5.062,47.0,0.575,159,0.543,D#/Eb,186480
1013,Juice WRLD,I Want It,5137482,2020-07-10,"['chicago rap', 'melodic rap']",-6.935,69.0,0.288,66,0.638,E,173114
1014,Lil Tecca,Ransom,5097394,2019-08-30,"['melodic rap', 'rap', 'trap']",-6.257,80.0,0.745,179,0.642,G,131240
1015,Myke Towers,Diosa,4868180,2020-01-24,['trap latino'],-3.733,74.0,0.801,104,0.745,F#/Gb,214013
1016,Luciano,Never Know (feat. SHIRIN DAVID),4803071,2020-07-16,"['german drill', 'german hip hop']",-7.064,60.0,0.874,142,0.542,A#/Bb,196933
1017,Bad Bunny,La DifÃ­cil,4727554,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-4.561,78.0,0.685,179,0.848,G#/Ab,163084
1018,6ix9ine,TROLLZ (with Nicki Minaj),4700152,2020-06-12,"['emo rap', 'rap']",-8.946,65.0,0.744,180,0.422,C#/Db,202667
1019,"Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,4643817,2019-06-21,"['lgbtq+ hip hop', 'pop rap']",-5.56,81.0,0.878,136,0.619,F#/Gb,157067
1020,Kid Cudi,The Adventures of Moon Man & Slim Shady (with Eminem),4639929,2020-07-10,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",-5.189,67.0,0.88,113,0.787,G#/Ab,264834
1021,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",China,4627026,2019-07-19,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",-3.702,77.0,0.786,105,0.808,G,301714
1022,"Dalex, Lenny TavÃ¡rez, Chencho Corleone, Juhn, DÃ­melo Flow",Hola - Remix,4617726,2019-11-01,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",-5.98,77.0,0.654,181,0.672,C,249520
1023,"Bad Bunny, Sech",Ignorantes,4613982,2020-02-14,"['latin', 'reggaeton', 'trap latino']",-5.161,74.0,0.85,96,0.536,C#/Db,210607
1024,Justin Bieber,Yummy,4599349,2020-01-03,"['canadian pop', 'pop', 'post-teen pop']",-6.612,72.0,0.687,145,0.514,A,210427
1025,Roddy Ricch,High Fashion (feat. Mustard),4592772,2019-12-06,"['melodic rap', 'rap', 'trap']",-8.442,77.0,0.831,97,0.499,B,220487
1026,Doja Cat,Like That (feat. Gucci Mane),4565377,2019-11-07,"['dance pop', 'pop']",-6.027,77.0,0.879,106,0.498,E,163173
1027,Post Malone,Goodbyes (feat. Young Thug),4527742,2019-09-06,"['dfw rap', 'melodic rap', 'rap']",-3.875,78.0,0.548,150,0.653,F,174853
1028,DaBaby,BOP,4496450,2019-09-27,"['north carolina hip hop', 'rap']",-3.909,80.0,0.769,126,0.787,B,159715
1029,"DÃ­melo Flow, Arcangel, Sech",Sigues Con El,4485060,2019-12-13,"['latin', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",-2.957,75.0,0.883,87,0.668,A,226533
1030,Juice WRLD,Anxiety - Intro,8449557,2020-07-10,"['chicago rap', 'melodic rap']",-11.337,60.0,0.307,174,0.528,B,70395
1031,Juice WRLD,Juice WRLD Speaks From Heaven - Outro,6682917,2020-07-10,"['chicago rap', 'melodic rap']",-14.097,59.0,0.392,121,0.373,C,30583
1032,Juice WRLD,"The Man, The Myth, The Legend - Interlude",6640728,2020-07-10,"['chicago rap', 'melodic rap']",-14.625,58.0,0.667,83,0.447,D,136545
1033,Kontra K,Tiefschwarz (feat. Samra),5867111,2020-09-25,"['christlicher rap', 'german hip hop']",-5.926,62.0,0.751,94,0.783,G,189739
1034,"Kanye West, Travis Scott",Wash Us In The Blood,5586085,2020-06-30,"['chicago rap', 'rap']",-4.85,64.0,0.67,137,0.847,A#/Bb,189827
1035,Pop Smoke,Gangstas,5104422,2020-07-03,['brooklyn drill'],-7.434,71.0,0.548,119,0.506,E,160000
1036,Red Velvet - IRENE & SEULGI,Monster,5030481,2020-07-06,['k-pop'],-2.569,70.0,0.631,115,0.748,E,178413
1037,6ix9ine,YAYA,4729070,2020-07-03,"['emo rap', 'rap']",-5.377,60.0,0.672,105,0.733,B,149857
1038,Anuel AA,Narcos,4633313,2020-05-29,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",-3.527,68.0,0.614,168,0.746,A#/Bb,259250
1039,Sam Fischer,This City,4597406,2019-12-11,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']",-6.213,80.0,0.605,73,0.377,B,194853
1040,Pop Smoke,Make It Rain (feat. Rowdy Rebel),4594248,2020-07-03,['brooklyn drill'],-4.105,62.0,0.5,159,0.767,C#/Db,202443
1041,"Y2K, bbno$",Lalala,4541965,2019-06-28,['pop rap'],-7.899,77.0,0.843,129,0.39,D,160627
1042,Pop Smoke,Something Special,4535580,2020-07-03,['brooklyn drill'],-6.963,72.0,0.739,91,0.616,G,158466
1043,Pop Smoke,Aim For The Moon (feat. Quavo),9011502,2020-07-03,['brooklyn drill'],-7.487,67.0,0.713,142,0.605,B,175756
1044,Pop Smoke,44 BullDog,8443771,2020-07-03,['brooklyn drill'],-5.817,66.0,0.8,139,0.564,G#/Ab,150857
1045,Pop Smoke,Creature (feat. Swae Lee),7308690,2020-07-03,['brooklyn drill'],-5.73,66.0,0.794,141,0.717,G,202816
1046,Pop Smoke,Yea Yea,7112419,2020-07-03,['brooklyn drill'],-8.383,63.0,0.717,123,0.474,F,185804
1047,Pop Smoke,Enjoy Yourself (feat. Karol G),6620040,2020-07-03,['brooklyn drill'],-6.761,70.0,0.764,97,0.676,B,197938
1048,Pop Smoke,Bad Bitch From Tokyo (Intro),6144736,2020-07-03,['brooklyn drill'],-6.871,59.0,0.645,140,0.64,A#/Bb,48000
1049,Pop Smoke,Snitching (feat. Quavo & Future),6102253,2020-07-03,['brooklyn drill'],-4.961,59.0,0.944,135,0.579,G#/Ab,259346
1050,Pop Smoke,West Coast Shit (feat. Tyga & Quavo),5931242,2020-07-03,['brooklyn drill'],-5.656,61.0,0.831,99,0.762,B,192000
1051,"Sleepy Hallow, FousheÃ©",Deep End Freestyle,5280810,2020-06-05,"['brooklyn drill', 'nyc rap']",-6.687,72.0,0.868,133,0.479,E,115200
1052,Tyla Yaweh,Tommy Lee (feat. Post Malone),5031845,2020-06-12,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']",-5.923,73.0,0.457,85,0.621,A#/Bb,224638
1053,Pop Smoke,Tunnel Vision (Outro),4907751,2020-07-03,['brooklyn drill'],-7.39,60.0,0.718,142,0.66,D,132587
1054,Bad Bunny,Si Veo a Tu MamÃ¡,4638728,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-5.313,80.0,0.9,129,0.603,D,170972
1055,iann dior,Prospect (ft. Lil Baby),4571916,2020-06-12,"['melodic rap', 'pop rap']",-6.097,68.0,0.816,120,0.579,C#/Db,226314
1056,"Jhay Cortez, J Balvin, Bad Bunny",No Me Conoce - Remix,4501188,2019-05-24,"['latin', 'reggaeton', 'trap latino']",-3.831,77.0,0.806,91,0.786,A#/Bb,309120
1057,Anuel AA,El Manual,4470597,2020-05-29,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",-2.344,67.0,0.843,126,0.845,C,210624
1058,Imagine Dragons,Thunder,4468668,2017-06-23,"['modern rock', 'pop', 'rock']",-4.833,83.0,0.605,167,0.822,C,187147
1059,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto - Remix,4433384,2019-12-13,"['puerto rican pop', 'trap latino']",-3.504,73.0,0.771,167,0.769,C,289899
1060,Post Malone,Better Now,4431571,2018-04-27,"['dfw rap', 'melodic rap', 'rap']",-5.804,81.0,0.68,145,0.578,A#/Bb,231267
1061,Journey,Don't Stop Believin',4394985,1981,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",-9.072,81.0,0.5,118,0.748,E,250987
1062,BeyoncÃ©,BLACK PARADE,5474807,2020-06-19,"['dance pop', 'pop', 'post-teen pop', 'r&b']",-5.817,61.0,0.824,120,0.555,C#/Db,281273
1063,"Miksu / Macloud, Summer Cem, Luciano, Jamule",XXL,5415994,2020-06-26,['german hip hop'],-7.671,64.0,0.798,114,0.527,F,166173
1064,Ava Max,Salt,4874960,2021-08-13,[],-3.242,1.0,0.693,128,0.835,F#/Gb,180283
1065,Katy Perry,Daisies,4838067,2020-05-15,"['dance pop', 'pop', 'post-teen pop']",-5.382,68.0,0.639,122,0.546,C#/Db,173124
1066,Lil Baby,Emotionally Scarred,4633237,2020-02-28,"['atl hip hop', 'atl trap', 'rap', 'trap']",-4.269,71.0,0.585,88,0.641,F#/Gb,197530
1067,Lil Uzi Vert,Myron,4593309,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.976,76.0,0.771,155,0.654,G#/Ab,224955
1068,TWICE,MORE & MORE,4592745,2020-06-01,"['k-pop', 'k-pop girl group']",-4.162,70.0,0.739,106,0.841,F,199653
1069,Megan Thee Stallion,Girls in the Hood,4577209,2020-06-26,"['houston rap', 'pop', 'pop rap', 'trap queen']",-3.159,72.0,0.821,180,0.863,F#/Gb,154324
1070,Bring Me The Horizon,Parasite Eve,4545883,2020-06-25,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",-5.464,67.0,0.589,102,0.797,A,291813
1071,Jonas Brothers,Sucker,4543863,2019-06-07,"['boy band', 'dance pop', 'pop', 'post-teen pop']",-5.065,81.0,0.842,137,0.734,C#/Db,181027
1072,Lauv,I Like Me Better,4430642,2018-05-31,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-7.621,82.0,0.752,91,0.505,A,197437
1073,Panic! At The Disco,High Hopes,4426791,2018-06-22,['modern rock'],-2.729,81.0,0.579,82,0.904,F,190947
1074,Drake,Money In The Grave (Drake ft. Rick Ross),4403348,2019-06-15,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",-4.045,78.0,0.831,100,0.502,A#/Bb,205427
1075,Doja Cat,Say So (feat. Nicki Minaj),4385148,2020-05-01,"['dance pop', 'pop']",-4.64,69.0,0.856,111,0.641,B,206221
1076,"Boomdabash, Alessandra Amoroso",Karaoke,4374448,2021-08-10,[],-5.728,0.0,0.929,122,0.625,C#/Db,156493
1077,"Khalid, Disclosure",Know Your Worth,4374392,2020-02-04,['pop'],-7.726,76.0,0.79,103,0.694,A,181436
1078,Don Toliver,No Idea,4369849,2020-03-13,"['rap', 'trap']",-5.718,80.0,0.652,127,0.631,F#/Gb,154424
1079,Pashanim,Airwaves,4352767,2020-05-14,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']",-7.416,71.0,0.885,131,0.578,F,178933
1080,BLACKPINK,Kill This Love,4341050,2019-04-05,"['k-pop', 'k-pop girl group']",-5.234,76.0,0.763,131,0.835,D,191050
1081,Harry Styles,Lights Up,4325411,2019-12-13,"['pop', 'post-teen pop']",-8.165,75.0,0.575,101,0.621,A#/Bb,172213
1082,Selena Gomez,Lose You To Love Me,4322088,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-8.985,81.0,0.488,102,0.343,E,206459
1083,Maroon 5,Girls Like You (feat. Cardi B),4318772,2018-06-15,"['pop', 'pop rock']",-6.825,66.0,0.851,124,0.541,C,235545
1084,"Bad Bunny, Don Omar",PA' ROMPERLA,4312675,2020-05-10,"['latin', 'reggaeton', 'trap latino']",-5.019,72.0,0.772,94,0.83,G,194200
1085,Tyga,VACATION,6883487,2020-06-19,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",-6.22,51.0,0.821,110,0.61,C#/Db,192936
1086,Bonez MC,Big Body Benz,6707101,2020-06-18,"['german hip hop', 'hamburg hip hop']",-8.969,61.0,0.884,94,0.451,A,148284
1087,"Capital Bra, Bozza",Ich weiÃ nicht mal wie sie heiÃt,5827600,2020-06-18,['german hip hop'],-3.905,57.0,0.498,199,0.836,A#/Bb,168750
1088,Anuel AA,FÃºtbol & Rumba (feat. Enrique Iglesias),5124116,2020-05-29,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",-2.082,67.0,0.735,167,0.916,D,221429
1089,A Boogie Wit da Hoodie,Bleed,5095478,2020-06-19,"['melodic rap', 'pop rap', 'rap', 'trap']",-7.735,61.0,0.698,71,0.572,D,176959
1090,J. Cole,Snow On Tha Bluff,5060764,2020-06-16,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",-8.819,66.0,0.586,75,0.512,G#/Ab,235480
1091,Bosh,Djomb - Bien ou quoi,4924714,2020-05-29,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",-6.6,64.0,0.945,123,0.676,C#/Db,141893
1092,"Alida, Robin Schulz",In Your Eyes (feat. Alida),4654587,2020-01-10,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",-5.888,71.0,0.57,120,0.672,G#/Ab,208222
1093,Lady Gaga,Stupid Love,4609858,2021-08-08,[],-4.296,0.0,0.68,117,0.825,G#/Ab,193533
1094,NLE Choppa,Shotta Flow 5,4513982,2020-06-12,['memphis hip hop'],-5.268,62.0,0.806,140,0.749,C#/Db,145167
1095,Alexander 23,IDK You Yet,4473413,2020-06-23,"['alt z', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",-11.729,79.0,0.648,76,0.308,C#/Db,184638
1096,"MEDUZA, Goodboys",Piece Of Your Heart,4422905,2019-02-01,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",-6.806,79.0,0.677,124,0.744,A#/Bb,152913
1097,Niack,Na Raba Toma TapÃ£o,4396629,2020-06-06,['funk carioca'],1.509,61.0,0.962,130,0.787,D#/Eb,165231
1098,"Bad Bunny, Daddy Yankee",La Santa,4384527,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-4.524,79.0,0.744,93,0.868,C#/Db,206420
1099,PUBLIC,Make You Mine,4356213,2019-08-09,['indie rockism'],-4.452,77.0,0.606,103,0.799,A,232907
1100,DaBaby,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,7353153,2020-06-12,"['north carolina hip hop', 'rap']",-7.246,62.0,0.747,89,0.689,B,204547
1101,"Pop Smoke, Rowdy Rebel",Make It Rain,6042929,2020-06-12,['brooklyn drill'],-3.981,64.0,0.54,159,0.77,C#/Db,204000
1102,Shablo,M' Manc (con Geolier & Sfera Ebbasta),5171235,2020-06-11,['italian hip hop'],-6.117,66.0,0.703,139,0.704,F#/Gb,180000
1103,"Ufo361, CÃLINE",Emotions 2.0,5113459,2020-06-12,"['german cloud rap', 'german hip hop']",-9.884,65.0,0.788,98,0.491,G#/Ab,146028
1104,Lil Uzi Vert,P2,4769996,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-5.353,73.0,0.775,155,0.72,B,234627
1105,Madison Beer,Selfish,4754830,2020-02-14,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",-6.202,70.0,0.375,75,0.461,A,223270
1106,Natalie Taylor,Surrender,4627942,2019-10-29,[],-8.57,76.0,0.39,144,0.448,F,183103
1107,NAV,Turks (with Gunna & ft. Travis Scott),4623279,2020-05-08,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",-4.356,67.0,0.894,119,0.618,G,161320
1108,Bad Bunny,BYE ME FUI,4567732,2020-05-10,"['latin', 'reggaeton', 'trap latino']",-6.342,72.0,0.712,179,0.599,F,178000
1109,Bad Bunny,Vete,4486408,2019-11-21,"['latin', 'reggaeton', 'trap latino']",-4.394,78.0,0.886,91,0.672,C#/Db,192024
1110,"Kygo, Zara Larsson, Tyga",Like It Is,4463865,2020-03-27,"['edm', 'pop', 'pop dance', 'tropical house']",-6.759,68.0,0.794,105,0.728,C#/Db,183067
1111,Camila Cabello,My Oh My (feat. DaBaby),4413457,2019-12-06,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-6.024,78.0,0.724,105,0.491,G#/Ab,170746
1112,Alec Benjamin,Let Me Down Slowly,4393932,2018-11-16,"['alt z', 'electropop', 'pop']",-5.714,82.0,0.652,150,0.557,C#/Db,169354
1113,"PARTYNEXTDOOR, Rihanna",BELIEVE IT,4361970,2020-03-27,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",-5.35,74.0,0.43,158,0.7,F#/Gb,183219
1114,Apache 207,Boot,6375562,2020-07-31,['german hip hop'],-7.546,54.0,0.534,194,0.565,G#/Ab,193360
1115,XXXTENTACION,Riot,5163633,2020-06-01,"['emo rap', 'miami hip hop']",-8.027,70.0,0.509,97,0.542,D#/Eb,78681
1116,"KC Rebell, Summer Cem",VALLA NEIN (feat. Luciano),5029858,2020-06-05,"['german drill', 'german hip hop']",-7.246,55.0,0.761,135,0.657,A#/Bb,182040
1117,Sam Smith,Iâm Ready (with Demi Lovato),4764355,2020-04-16,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",-6.363,68.0,0.501,155,0.674,F,200838
1118,Childish Gambino,This Is America,4727415,2018-05-06,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",-6.159,71.0,0.854,120,0.463,F,225773
1119,"Rauw Alejandro, Farruko",Fantasias,4432324,2019-08-29,"['puerto rican pop', 'trap latino']",-4.219,75.0,0.879,94,0.703,C#/Db,199711
1120,"Bad Bunny, Nicky Jam",BAD CON NICKY,4432210,2020-05-10,"['latin', 'reggaeton', 'trap latino']",-4.95,71.0,0.59,93,0.729,G,202240
1121,Shawn Mendes,If I Can't Have You,4364166,2019-05-03,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",-4.198,76.0,0.692,123,0.809,D,190800
1122,Jonas Brothers,What A Man Gotta Do,4360660,2020-01-17,"['boy band', 'dance pop', 'pop', 'post-teen pop']",-7.206,77.0,0.852,113,0.698,A,180645
1123,"Bad Bunny, Tainy",Callaita,4350496,2019-05-31,"['latin', 'reggaeton', 'trap latino']",-4.773,81.0,0.61,176,0.624,D,250534
1124,Future,Solitaires (feat. Travis Scott),4334669,2020-05-15,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",-7.598,67.0,0.691,169,0.632,C#/Db,205666
1125,Lil Uzi Vert,XO Tour Llif3,4314080,2017-08-25,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.366,82.0,0.732,155,0.75,B,182707
1126,XXXTENTACION,changes,4299334,2018-03-16,"['emo rap', 'miami hip hop']",-10.068,81.0,0.669,64,0.308,B,121887
1127,YNW Melly,Suicidal (Remix) [feat. Juice WRLD],4296154,2020-03-13,"['melodic rap', 'trap']",-5.245,76.0,0.655,139,0.441,A,225857
1128,Twenty One Pilots,Level of Concern,4252898,2020-04-09,"['modern rock', 'rock']",-7.34,72.0,0.754,122,0.583,E,220051
1129,Lady Gaga,Alice,10342277,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-4.287,64.0,0.723,123,0.88,B,177600
1130,Lady Gaga,Free Woman,9266945,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-3.634,63.0,0.731,119,0.927,C,191467
1131,Lady Gaga,Fun Tonight,7907329,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-4.262,58.0,0.645,117,0.923,B,173427
1132,Lady Gaga,Sine From Above (with Elton John),7734309,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-5.746,60.0,0.642,122,0.792,C,244880
1133,Lady Gaga,Enigma,7695566,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-4.035,59.0,0.669,116,0.804,C,179760
1134,Lady Gaga,Replay,7479618,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-3.875,63.0,0.658,122,0.878,C#/Db,186653
1135,Lady Gaga,Plastic Doll,7451452,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-4.842,58.0,0.743,121,0.853,C,221667
1136,Lady Gaga,Chromatica II,7136521,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-14.534,58.0,0.184,75,0.297,D,41867
1137,Lady Gaga,Babylon,6996402,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-4.372,61.0,0.698,115,0.799,D,161733
1138,Lady Gaga,Chromatica I,6630385,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-14.534,58.0,0.184,75,0.297,D,41867
1139,Lady Gaga,1000 Doves,6069544,2020-05-29,"['dance pop', 'pop', 'post-teen pop']",-4.466,58.0,0.668,122,0.826,A,215480
1140,"Kygo, Kim Petras",Broken Glass,5867930,2020-05-29,"['edm', 'pop', 'pop dance', 'tropical house']",-7.002,66.0,0.526,171,0.633,G,203947
1141,"AK AUSSERKONTROLLE, Bonez MC",In meinem Benz,5494500, , ,,,0.0,0,, , 
1142,"KC Rebell, Summer Cem",FLY,4681054,2020-05-29,"['german drill', 'german hip hop']",-6.637,59.0,0.835,100,0.596,F,174893
1143,"KALIM, Ufo361",SKRR,4629320,2020-09-24,"['german hip hop', 'german trap', 'german underground rap', 'hamburg hip hop']",-6.599,60.0,0.803,125,0.649,A#/Bb,119040
1144,Lil Yachty,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",4601709,2020-05-29,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",-6.083,66.0,0.784,124,0.632,A#/Bb,232839
